id_transaccion,fecha_compra,nombre_empresa_cliente,categoria_producto,producto_sku,cantidad,precio_unitario,metodo_pago,estado_pedido,descuento_aplicado
184,9/2/2024,Voonte,insumos gastronómicos de alta calidad,Sauce - Sesame Thai Dressing,397,$4056.25,tarjeta débito,error: undefined method `first' for nil:NilClass,12
185,1/11/2024,Meeveo,insumos gastronómicos de alta calidad,Sloe Gin - Mcguinness,328,$4216.60,cheque a 30 dias,error: undefined method `first' for nil:NilClass,27
186,4/26/2026,Innojam,insumos gastronómicos de alta calidad,Cheese - Stilton,280,$1387.80,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
187,3/23/2024,,insumos gastronómicos de alta calidad,Veal - Striploin,198,$4059.06,Cheque,error: undefined method `first' for nil:NilClass,11
188,8/13/2024,Skynoodle,insumos gastronómicos de alta calidad,Icecream - Dstk Super Cone,251,$4713.24,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,7
189,4/2/2025,Ainyx,insumos gastronómicos de alta calidad,Beef Cheek Fresh,434,$2812.85,cheque a 30 dias,error: undefined method `first' for nil:NilClass,11
190,5/25/2024,Feedfish,insumos gastronómicos de alta calidad,"Soup - Cream Of Broccoli, Dry",146,$2963.65,tarjeta débito,error: undefined method `first' for nil:NilClass,
191,5/19/2025,Livepath,insumos gastronómicos de alta calidad,Cake - Box Window 10x10x2.5,145,$1603.64,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,12
192,5/9/2026,Blogtag,insumos gastronómicos de alta calidad,Cut Wakame - Hanawakaba,153,$1429.38,tarjeta débito,error: undefined method `first' for nil:NilClass,19
193,1/17/2026,Jabberstorm,insumos gastronómicos de alta calidad,Cheese - Parmesan Grated,389,$508.40,Tarjeta,error: undefined method `first' for nil:NilClass,18
194,5/7/2025,Flipbug,insumos gastronómicos de alta calidad,"Turkey - Whole, Fresh",161,$2262.08,transferencia,error: undefined method `first' for nil:NilClass,10
195,5/27/2024,,insumos gastronómicos de alta calidad,Muffin Batt - Choc Chk,185,$904.88,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,14
196,8/27/2025,Fanoodle,insumos gastronómicos de alta calidad,Squid U5 - Thailand,428,$4152.18,transferencia,,21
197,12/16/2025,Devpulse,insumos gastronómicos de alta calidad,Cheese - Gouda,8,$2762.88,Cheque,error: undefined method `first' for nil:NilClass,
198,9/6/2024,Buzzster,insumos gastronómicos de alta calidad,Mix Pina Colada,349,$4339.70,Cheque,,7
199,8/20/2025,Voolia,insumos gastronómicos de alta calidad,Green Scrubbie Pad H.duty,314,$3697.63,cheque a 30 dias,error: undefined method `first' for nil:NilClass,28
200,3/19/2025,Geba,insumos gastronómicos de alta calidad,"Lamb - Leg, Bone In",194,$1463.86,Transferencia,error: undefined method `first' for nil:NilClass,19
201,10/31/2024,Voomm,insumos gastronómicos de alta calidad,Beef - Short Loin,468,$1586.54,tarjeta débito,error: undefined method `first' for nil:NilClass,
202,9/28/2024,Innojam,insumos gastronómicos de alta calidad,"Veal - Shank, Pieces",51,$4651.59,TRANSF.,error: undefined method `first' for nil:NilClass,
203,6/13/2024,Twitternation,insumos gastronómicos de alta calidad,"Wine - White, Riesling, Henry Of",441,$2100.71,Transferencia,error: undefined method `first' for nil:NilClass,21
204,11/19/2025,Youbridge,insumos gastronómicos de alta calidad,Soup - Campbells - Chicken Noodle,489,$2663.62,TRANSF.,error: undefined method `first' for nil:NilClass,
205,11/11/2024,Jayo,insumos gastronómicos de alta calidad,Beer - Upper Canada Lager,440,$4176.61,cheque a 30 dias,,
206,6/1/2024,Youopia,insumos gastronómicos de alta calidad,Sage Ground Wiberg,436,$3577.83,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,27
207,6/18/2025,Oyoba,insumos gastronómicos de alta calidad,Buffalo - Short Rib Fresh,459,$2015.73,transferencia,error: undefined method `first' for nil:NilClass,23
208,11/14/2024,Quimba,insumos gastronómicos de alta calidad,"Liqueur Banana, Ramazzotti",312,$3831.85,transferencia,error: undefined method `first' for nil:NilClass,
209,1/20/2025,Skyble,insumos gastronómicos de alta calidad,Veal - Osso Bucco,178,$3914.58,Efectivo,error: undefined method `first' for nil:NilClass,13
210,3/18/2026,Dabtype,insumos gastronómicos de alta calidad,"Brandy - Orange, Mc Guiness",54,$4319.37,Transferencia,error: undefined method `first' for nil:NilClass,14
211,3/10/2025,Thoughtmix,insumos gastronómicos de alta calidad,Instant Coffee,100,$4231.64,Tarjeta,error: undefined method `first' for nil:NilClass,23
212,6/20/2025,Eimbee,insumos gastronómicos de alta calidad,Bacardi Raspberry,125,$561.79,TRANSF.,error: undefined method `first' for nil:NilClass,26
213,8/19/2024,Brightbean,insumos gastronómicos de alta calidad,"Tomatoes - Vine Ripe, Red",225,$1537.96,Cheque,,
214,11/13/2024,DabZ,insumos gastronómicos de alta calidad,Turkey Tenderloin Frozen,163,$2060.54,cheque a 30 dias,error: undefined method `first' for nil:NilClass,18
215,5/18/2024,Ntag,insumos gastronómicos de alta calidad,Glass Clear 7 Oz Xl,334,$4627.53,tarjeta débito,error: undefined method `first' for nil:NilClass,20
216,2/2/2026,Wikizz,insumos gastronómicos de alta calidad,V8 - Tropical Blend,101,$2569.12,Efectivo,error: undefined method `first' for nil:NilClass,
217,8/1/2025,Geba,insumos gastronómicos de alta calidad,Miso Paste White,435,$4252.10,TRANSF.,error: undefined method `first' for nil:NilClass,15
218,10/14/2024,Twimm,insumos gastronómicos de alta calidad,Wine - Two Oceans Cabernet,364,$4602.78,cheque a 30 dias,error: undefined method `first' for nil:NilClass,15
219,7/1/2024,Fliptune,insumos gastronómicos de alta calidad,Rootbeer,242,$817.86,Tarjeta,,
220,9/7/2025,Voonder,insumos gastronómicos de alta calidad,Wine - Ruffino Chianti Classico,96,$2324.34,cheque a 30 dias,error: undefined method `first' for nil:NilClass,7
221,1/7/2025,Meemm,insumos gastronómicos de alta calidad,Plastic Wrap,469,$4488.65,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,2
222,6/6/2026,Devcast,insumos gastronómicos de alta calidad,Lettuce - Frisee,222,$2083.50,Tarjeta,error: undefined method `first' for nil:NilClass,19
223,7/20/2025,Topicstorm,insumos gastronómicos de alta calidad,Sobe - Orange Carrot,32,$3639.60,tarjeta débito,error: undefined method `first' for nil:NilClass,
224,5/26/2025,Dabtype,insumos gastronómicos de alta calidad,Goat - Whole Cut,61,$1419.45,Tarjeta,error: undefined method `first' for nil:NilClass,25
225,5/15/2026,Twitterlist,insumos gastronómicos de alta calidad,Anchovy Paste - 56 G Tube,4,$1390.51,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
226,7/15/2025,Centimia,insumos gastronómicos de alta calidad,Sobe - Liz Blizz,153,$2353.88,Cheque,,21
227,5/14/2026,Yakijo,insumos gastronómicos de alta calidad,Veal - Sweetbread,494,$3188.30,Transferencia,error: undefined method `first' for nil:NilClass,
228,10/14/2024,Topicstorm,insumos gastronómicos de alta calidad,"Soup - Knorr, Chicken Gumbo",379,$1136.28,tarjeta débito,error: undefined method `first' for nil:NilClass,
229,3/23/2025,Zoonoodle,insumos gastronómicos de alta calidad,Appetizer - Escargot Puff,241,$3146.90,Tarjeta,error: undefined method `first' for nil:NilClass,22
230,4/29/2025,Skyble,insumos gastronómicos de alta calidad,Sun - Dried Tomatoes,460,$3363.52,Cheque,error: undefined method `first' for nil:NilClass,
231,4/21/2024,Fivechat,insumos gastronómicos de alta calidad,Sobe - Orange Carrot,178,$822.18,Transferencia,error: undefined method `first' for nil:NilClass,6
232,10/30/2025,Jazzy,insumos gastronómicos de alta calidad,Appetizer - Asian Shrimp Roll,420,$4578.34,cheque a 30 dias,,
233,12/14/2024,Geba,insumos gastronómicos de alta calidad,"Cheese - Mozzarella, Buffalo",419,$3262.10,tarjeta débito,error: undefined method `first' for nil:NilClass,
234,11/9/2025,Flipbug,insumos gastronómicos de alta calidad,Pepsi - 600ml,276,$1379.18,TRANSF.,error: undefined method `first' for nil:NilClass,
235,11/12/2024,Wordify,insumos gastronómicos de alta calidad,Wine - Peller Estates Late,167,$4220.29,Transferencia,error: undefined method `first' for nil:NilClass,4
236,3/3/2026,Riffpedia,insumos gastronómicos de alta calidad,"Chicken - Base, Ultimate",186,$2420.65,Transferencia,error: undefined method `first' for nil:NilClass,7
237,5/5/2025,Tazzy,insumos gastronómicos de alta calidad,Pork - Bacon Cooked Slcd,169,$1458.49,TRANSF.,error: undefined method `first' for nil:NilClass,
238,7/31/2025,Edgeclub,insumos gastronómicos de alta calidad,Cassis,50,$2373.10,Efectivo,error: undefined method `first' for nil:NilClass,
239,6/3/2024,,insumos gastronómicos de alta calidad,Soup - Cream Of Broccoli,68,$2607.79,TRANSF.,error: undefined method `first' for nil:NilClass,
240,10/2/2024,Bluejam,insumos gastronómicos de alta calidad,Longos - Grilled Salmon With Bbq,34,$4465.95,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
241,2/1/2026,Roodel,insumos gastronómicos de alta calidad,Wine - Remy Pannier Rose,72,$3447.50,transferencia,error: undefined method `first' for nil:NilClass,25
242,3/20/2024,Divape,insumos gastronómicos de alta calidad,Extract - Rum,251,$3195.98,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
243,4/5/2024,Zoombox,insumos gastronómicos de alta calidad,Apple - Northern Spy,80,$3664.88,transferencia,error: undefined method `first' for nil:NilClass,29
244,3/2/2026,Twitterworks,insumos gastronómicos de alta calidad,Muffin Hinge - 211n,404,$2862.96,Efectivo,error: undefined method `first' for nil:NilClass,
245,7/22/2025,Jaxspan,insumos gastronómicos de alta calidad,French Kiss Vanilla,84,$4421.19,transferencia,,
246,11/10/2025,Pixope,insumos gastronómicos de alta calidad,Lemons,80,$583.08,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
247,6/28/2024,Ooba,insumos gastronómicos de alta calidad,Longos - Chicken Curried,469,$2771.29,Cheque,error: undefined method `first' for nil:NilClass,
248,5/19/2025,Gigazoom,insumos gastronómicos de alta calidad,Veal - Liver,291,$4501.45,Cheque,error: undefined method `first' for nil:NilClass,18
249,5/28/2026,Trilith,insumos gastronómicos de alta calidad,Danishes - Mini Raspberry,136,$2800.03,Tarjeta,,
250,10/15/2025,Digitube,insumos gastronómicos de alta calidad,Bar Energy Chocchip,399,$2696.81,transferencia,error: undefined method `first' for nil:NilClass,15
251,5/18/2024,Fivespan,insumos gastronómicos de alta calidad,Muffin Batt - Choc Chk,419,$3039.89,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
252,1/2/2025,Yozio,insumos gastronómicos de alta calidad,Cardamon Ground,269,$890.59,tarjeta débito,error: undefined method `first' for nil:NilClass,17
253,11/24/2025,Zoomcast,insumos gastronómicos de alta calidad,"Salmon - Atlantic, Fresh, Whole",154,$2782.56,Tarjeta,error: undefined method `first' for nil:NilClass,14
254,3/17/2024,Edgetag,insumos gastronómicos de alta calidad,Cheese - Roquefort Pappillon,460,$4364.20,transferencia,error: undefined method `first' for nil:NilClass,
255,9/18/2025,Youopia,insumos gastronómicos de alta calidad,Tequila - Sauza Silver,36,$2997.01,cheque a 30 dias,error: undefined method `first' for nil:NilClass,22
256,3/27/2025,Eidel,insumos gastronómicos de alta calidad,Bread - Italian Sesame Poly,414,$2328.56,Tarjeta,error: undefined method `first' for nil:NilClass,5
257,10/18/2024,,insumos gastronómicos de alta calidad,Ketchup - Tomato,369,$899.99,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
258,4/13/2025,Shufflester,insumos gastronómicos de alta calidad,Milk - Buttermilk,326,$3599.98,Transferencia,error: undefined method `first' for nil:NilClass,
259,7/16/2025,Mita,insumos gastronómicos de alta calidad,Chef Hat 25cm,188,$3805.74,Efectivo,,
260,12/8/2024,Zooxo,insumos gastronómicos de alta calidad,Peppercorns - Green,413,$2110.70,Transferencia,error: undefined method `first' for nil:NilClass,8
261,3/5/2024,Fivechat,insumos gastronómicos de alta calidad,Wine - Valpolicella Masi,484,$2925.85,Cheque,error: undefined method `first' for nil:NilClass,
262,6/7/2025,Topiczoom,insumos gastronómicos de alta calidad,Compound - Mocha,204,$1827.24,tarjeta débito,error: undefined method `first' for nil:NilClass,21
263,6/20/2024,Livepath,insumos gastronómicos de alta calidad,Mikes Hard Lemonade,355,$4419.72,TRANSF.,error: undefined method `first' for nil:NilClass,28
264,2/20/2025,Skimia,insumos gastronómicos de alta calidad,Lettuce - Belgian Endive,492,$4547.05,transferencia,error: undefined method `first' for nil:NilClass,15
265,6/19/2024,Browsetype,insumos gastronómicos de alta calidad,Vinegar - White Wine,220,$3850.24,Transferencia,error: undefined method `first' for nil:NilClass,2
266,2/4/2025,,insumos gastronómicos de alta calidad,Bread - Corn Muffaletta,446,$2431.08,Cheque,,4
267,11/21/2025,Thoughtstorm,insumos gastronómicos de alta calidad,Coriander - Seed,203,$1816.82,transferencia,error: undefined method `first' for nil:NilClass,16
268,5/18/2026,Bubblebox,insumos gastronómicos de alta calidad,Fib N9 - Prague Powder,313,$4496.56,Efectivo,error: undefined method `first' for nil:NilClass,
269,3/13/2026,Wordify,insumos gastronómicos de alta calidad,"Rosemary - Primerba, Paste",121,$3461.06,transferencia,error: undefined method `first' for nil:NilClass,
270,10/12/2025,,insumos gastronómicos de alta calidad,French Pastries,64,$3643.48,TRANSF.,error: undefined method `first' for nil:NilClass,0
271,8/10/2024,Browsebug,insumos gastronómicos de alta calidad,"Pork - Tenderloin, Fresh",442,$3070.55,transferencia,error: undefined method `first' for nil:NilClass,27
272,3/17/2024,Photofeed,insumos gastronómicos de alta calidad,Sugar - Individual Portions,279,$1801.36,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
273,9/12/2025,Eazzy,insumos gastronómicos de alta calidad,Oil - Safflower,32,$644.16,Cheque,error: undefined method `first' for nil:NilClass,25
274,3/27/2026,Tanoodle,insumos gastronómicos de alta calidad,Rappini - Andy Boy,231,$4201.87,Cheque,error: undefined method `first' for nil:NilClass,19
275,5/29/2026,Kanoodle,insumos gastronómicos de alta calidad,Wine - Conde De Valdemar,328,$1056.44,cheque a 30 dias,error: undefined method `first' for nil:NilClass,14
276,9/2/2024,Mynte,insumos gastronómicos de alta calidad,Chick Peas - Canned,222,$646.80,Cheque,error: undefined method `first' for nil:NilClass,20
277,1/11/2024,Rhybox,insumos gastronómicos de alta calidad,Juice - Ocean Spray Cranberry,238,$2281.47,Tarjeta,error: undefined method `first' for nil:NilClass,
278,10/8/2025,Edgeblab,insumos gastronómicos de alta calidad,"Nut - Walnut, Pieces",6,$3792.89,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
279,10/2/2024,Skynoodle,insumos gastronómicos de alta calidad,Eggplant - Regular,162,$2680.56,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
280,2/5/2026,Browsetype,insumos gastronómicos de alta calidad,Cup Translucent 9 Oz,271,$4043.23,TRANSF.,error: undefined method `first' for nil:NilClass,27
281,11/2/2025,Camido,insumos gastronómicos de alta calidad,Devonshire Cream,145,$2217.20,Tarjeta,error: undefined method `first' for nil:NilClass,
282,4/2/2024,Rhynyx,insumos gastronómicos de alta calidad,Coffee - Ristretto Coffee Capsule,479,$2977.68,Efectivo,error: undefined method `first' for nil:NilClass,
283,12/9/2024,Layo,insumos gastronómicos de alta calidad,Sauce - Marinara,207,$757.02,TRANSF.,error: undefined method `first' for nil:NilClass,
284,2/7/2024,Fadeo,insumos gastronómicos de alta calidad,"Beef - Tongue, Fresh",482,$2967.05,Transferencia,error: undefined method `first' for nil:NilClass,
285,5/6/2024,Thoughtworks,insumos gastronómicos de alta calidad,Cake - Night And Day Choclate,340,$2912.94,Efectivo,error: undefined method `first' for nil:NilClass,
286,12/11/2024,Feedspan,insumos gastronómicos de alta calidad,Apricots - Halves,183,$779.79,transferencia,error: undefined method `first' for nil:NilClass,
287,7/30/2024,,insumos gastronómicos de alta calidad,"Lamb - Loin, Trimmed, Boneless",410,$1580.90,tarjeta débito,,6
288,7/18/2025,Browsezoom,insumos gastronómicos de alta calidad,Wine - Marlbourough Sauv Blanc,488,$1417.92,cheque a 30 dias,error: undefined method `first' for nil:NilClass,24
289,5/3/2025,Topicshots,insumos gastronómicos de alta calidad,Lid Tray - 12in Dome,47,$1621.67,Efectivo,error: undefined method `first' for nil:NilClass,
290,8/5/2024,Ailane,insumos gastronómicos de alta calidad,Oven Mitts - 15 Inch,57,$4555.59,cheque a 30 dias,error: undefined method `first' for nil:NilClass,3
291,4/13/2024,Wordware,insumos gastronómicos de alta calidad,Sobe - Green Tea,232,$3976.01,tarjeta débito,error: undefined method `first' for nil:NilClass,
292,5/14/2026,Realblab,insumos gastronómicos de alta calidad,Syrup - Monin - Blue Curacao,200,$1429.46,cheque a 30 dias,error: undefined method `first' for nil:NilClass,9
293,8/10/2024,Blogspan,insumos gastronómicos de alta calidad,Wine - Chateauneuf Du Pape,318,$2661.41,tarjeta débito,error: undefined method `first' for nil:NilClass,
294,4/23/2024,Meemm,insumos gastronómicos de alta calidad,Longos - Chicken Cordon Bleu,383,$4023.67,TRANSF.,error: undefined method `first' for nil:NilClass,
295,3/26/2025,Yodel,insumos gastronómicos de alta calidad,Quail - Jumbo Boneless,422,$4879.89,Tarjeta,error: undefined method `first' for nil:NilClass,19
296,11/14/2024,Oyondu,insumos gastronómicos de alta calidad,"Tortillas - Flour, 10",426,$4124.86,transferencia,error: undefined method `first' for nil:NilClass,8
297,3/16/2026,Abata,insumos gastronómicos de alta calidad,Energy Drink - Franks Pineapple,312,$4046.05,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
298,6/28/2025,Riffpedia,insumos gastronómicos de alta calidad,Mushroom - Morel Frozen,344,$2200.91,Efectivo,error: undefined method `first' for nil:NilClass,22
299,10/12/2025,Kwideo,insumos gastronómicos de alta calidad,"Lentils - Red, Dry",440,$1832.62,Tarjeta,error: undefined method `first' for nil:NilClass,
300,1/8/2025,Livetube,insumos gastronómicos de alta calidad,Veal - Bones,377,$808.11,Transferencia,,3
301,9/29/2024,Eayo,insumos gastronómicos de alta calidad,Celery,21,$1298.38,Efectivo,,4
302,3/27/2025,Fivespan,insumos gastronómicos de alta calidad,Coffee Cup 16oz Foam,232,$4297.44,Tarjeta,error: undefined method `first' for nil:NilClass,21
303,5/30/2024,,insumos gastronómicos de alta calidad,Soup - Verve - Chipotle Chicken,9,$4782.04,Transferencia,,25
304,5/5/2024,Mycat,insumos gastronómicos de alta calidad,"Soup - Beef Conomme, Dry",479,$3662.02,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,3
305,1/17/2024,Jaxworks,insumos gastronómicos de alta calidad,"Turkey - Breast, Bone - In",386,$4823.85,Transferencia,error: undefined method `first' for nil:NilClass,1
306,8/13/2025,Realcube,insumos gastronómicos de alta calidad,Hot Choc Vending,394,$958.19,TRANSF.,error: undefined method `first' for nil:NilClass,2
307,12/16/2024,Dabfeed,insumos gastronómicos de alta calidad,Port - 74 Brights,293,$3865.26,Cheque,error: undefined method `first' for nil:NilClass,22
308,5/28/2025,Pixonyx,insumos gastronómicos de alta calidad,Mushroom - King Eryingii,175,$1971.77,tarjeta débito,error: undefined method `first' for nil:NilClass,9
309,10/14/2025,Roodel,insumos gastronómicos de alta calidad,Pie Shell - 5,498,$4812.50,Tarjeta,error: undefined method `first' for nil:NilClass,6
310,6/29/2026,Kazio,insumos gastronómicos de alta calidad,Bread Crumbs - Japanese Style,324,$631.46,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
311,6/15/2026,Kwideo,insumos gastronómicos de alta calidad,"Star Anise, Whole",367,$4075.87,TRANSF.,error: undefined method `first' for nil:NilClass,
312,11/8/2024,Npath,insumos gastronómicos de alta calidad,Muffin Hinge - 211n,412,$1560.79,tarjeta débito,error: undefined method `first' for nil:NilClass,19
313,10/22/2024,Omba,insumos gastronómicos de alta calidad,Pepper Squash,80,$2126.53,transferencia,error: undefined method `first' for nil:NilClass,24
314,4/20/2026,Cogidoo,insumos gastronómicos de alta calidad,Soup Campbells Split Pea And Ham,201,$1240.54,TRANSF.,error: undefined method `first' for nil:NilClass,
315,9/18/2024,Gevee,insumos gastronómicos de alta calidad,Tea - Decaf Lipton,3,$2900.65,Cheque,error: undefined method `first' for nil:NilClass,
316,3/25/2025,Twiyo,insumos gastronómicos de alta calidad,Puree - Kiwi,366,$4090.33,tarjeta débito,,25
317,11/24/2025,Jetpulse,insumos gastronómicos de alta calidad,Apple - Granny Smith,399,$564.96,tarjeta débito,error: undefined method `first' for nil:NilClass,23
318,1/5/2024,Mymm,insumos gastronómicos de alta calidad,Chocolate - Sugar Free Semi Choc,475,$1295.53,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
319,6/1/2025,Jatri,insumos gastronómicos de alta calidad,Veal - Kidney,259,$2230.89,Transferencia,,27
320,8/22/2025,,insumos gastronómicos de alta calidad,Evaporated Milk - Skim,8,$3440.61,cheque a 30 dias,error: undefined method `first' for nil:NilClass,25
321,1/22/2024,Zooxo,insumos gastronómicos de alta calidad,Soup Campbells,8,$4109.53,Efectivo,error: undefined method `first' for nil:NilClass,29
322,7/24/2025,Demimbu,insumos gastronómicos de alta calidad,Lobster - Base,26,$1981.07,cheque a 30 dias,error: undefined method `first' for nil:NilClass,15
323,5/15/2026,Fadeo,insumos gastronómicos de alta calidad,"Quail - Whole, Boneless",397,$4975.35,tarjeta débito,error: undefined method `first' for nil:NilClass,
324,5/4/2025,Twitternation,insumos gastronómicos de alta calidad,Pork - Ham Hocks - Smoked,63,$1123.29,Efectivo,error: undefined method `first' for nil:NilClass,
325,4/19/2024,Latz,insumos gastronómicos de alta calidad,Jicama,256,$2678.90,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
326,8/4/2025,Fivebridge,insumos gastronómicos de alta calidad,Cocoa Butter,438,$3155.74,cheque a 30 dias,error: undefined method `first' for nil:NilClass,24
327,1/21/2024,Flashspan,insumos gastronómicos de alta calidad,Soup - Campbells Pasta Fagioli,335,$2781.14,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,3
328,1/12/2026,Skimia,insumos gastronómicos de alta calidad,"Lamb - Shoulder, Boneless",91,$1521.07,transferencia,error: undefined method `first' for nil:NilClass,
329,2/9/2024,Jayo,insumos gastronómicos de alta calidad,Sauce - Caesar Dressing,322,$3919.95,cheque a 30 dias,error: undefined method `first' for nil:NilClass,4
330,7/30/2025,Fatz,insumos gastronómicos de alta calidad,Hagen Daza - Dk Choocolate,228,$1927.18,Tarjeta,error: undefined method `first' for nil:NilClass,29
331,3/4/2026,Rooxo,insumos gastronómicos de alta calidad,Cocoa Powder - Dutched,484,$1138.83,transferencia,error: undefined method `first' for nil:NilClass,26
332,7/20/2025,Vidoo,insumos gastronómicos de alta calidad,Beef - Ground Lean Fresh,28,$613.44,Tarjeta,error: undefined method `first' for nil:NilClass,13
333,4/29/2026,Vimbo,insumos gastronómicos de alta calidad,Wine - Magnotta - Bel Paese White,92,$2144.16,transferencia,error: undefined method `first' for nil:NilClass,3
334,6/15/2024,Chatterpoint,insumos gastronómicos de alta calidad,French Pastries,254,$4811.52,Tarjeta,error: undefined method `first' for nil:NilClass,4
335,4/22/2026,Skaboo,insumos gastronómicos de alta calidad,Ice Cream Bar - Oreo Sandwich,456,$3841.01,transferencia,,
336,3/8/2024,Innojam,insumos gastronómicos de alta calidad,Table Cloth 144x90 White,202,$3052.83,Tarjeta,error: undefined method `first' for nil:NilClass,
337,10/8/2025,Ntags,insumos gastronómicos de alta calidad,"Bread - Rolls, Corn",383,$2783.13,Efectivo,error: undefined method `first' for nil:NilClass,
338,3/12/2024,Thoughtworks,insumos gastronómicos de alta calidad,Roe - White Fish,196,$4790.42,Tarjeta,error: undefined method `first' for nil:NilClass,
339,2/2/2025,Divanoodle,insumos gastronómicos de alta calidad,Irish Cream - Butterscotch,255,$770.67,TRANSF.,error: undefined method `first' for nil:NilClass,
340,3/13/2024,Flashspan,insumos gastronómicos de alta calidad,"Sauce - White, Mix",291,$1772.85,Transferencia,error: undefined method `first' for nil:NilClass,
341,4/17/2024,Tagfeed,insumos gastronómicos de alta calidad,Wine - Acient Coast Caberne,1,$3186.96,transferencia,error: undefined method `first' for nil:NilClass,11
342,2/17/2026,Realmix,insumos gastronómicos de alta calidad,Raspberries - Fresh,197,$3110.09,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,10
343,4/27/2024,Trunyx,insumos gastronómicos de alta calidad,"Seedlings - Buckwheat, Organic",223,$3190.29,Cheque,error: undefined method `first' for nil:NilClass,
344,4/2/2026,Browsedrive,insumos gastronómicos de alta calidad,"Soup - Knorr, Country Bean",181,$1146.75,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
345,6/3/2024,Oyoba,insumos gastronómicos de alta calidad,Yeast Dry - Fleischman,167,$3835.81,Cheque,,20
346,6/6/2024,Gabvine,insumos gastronómicos de alta calidad,"Syrup - Monin, Swiss Choclate",222,$1706.71,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,15
347,4/16/2026,Avavee,insumos gastronómicos de alta calidad,Swordfish Loin Portions,337,$3957.90,transferencia,error: undefined method `first' for nil:NilClass,5
348,2/6/2026,Avavee,insumos gastronómicos de alta calidad,Spring Roll Wrappers,467,$2450.41,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
349,4/13/2025,Pixonyx,insumos gastronómicos de alta calidad,"Tea - Darjeeling, Azzura",244,$2392.36,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,11
350,1/1/2024,Blogspan,insumos gastronómicos de alta calidad,Arctic Char - Fillets,53,$801.58,TRANSF.,error: undefined method `first' for nil:NilClass,6
351,9/9/2025,Jetwire,insumos gastronómicos de alta calidad,Veal - Striploin,494,$844.95,Efectivo,error: undefined method `first' for nil:NilClass,18
352,8/30/2025,Browsebug,insumos gastronómicos de alta calidad,"Veal - Insides, Grains",343,$1677.94,Efectivo,error: undefined method `first' for nil:NilClass,11
353,3/6/2025,Skivee,insumos gastronómicos de alta calidad,Appetizer - Smoked Salmon / Dill,461,$2642.29,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
354,7/13/2024,Lazz,insumos gastronómicos de alta calidad,Cheese - Sheep Milk,216,$3001.89,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
355,10/5/2025,Voolia,insumos gastronómicos de alta calidad,Chinese Foods - Chicken,2,$3028.16,Transferencia,,
356,4/19/2024,JumpXS,insumos gastronómicos de alta calidad,"Juice - Clam, 46 Oz",330,$612.71,tarjeta de crétdito,error: undefined method `first' for nil:NilClass,
357,4/28/2024,Pixope,insumos gastronómicos de alta calidad,Pickerel - Fillets,415,$907.95,cheque a 30 dias,error: undefined method `first' for nil:NilClass,
358,5/16/2025,Twitterlist,insumos gastronómicos de alta calidad,Vinegar - Raspberry,360,$3445.46,TRANSF.,,19
359,6/16/2026,Flipopia,insumos gastronómicos de alta calidad,Gatorade - Lemon Lime,186,$3108.49,Efectivo,error: undefined method `first' for nil:NilClass,14
360,5/9/2024,BlogXS,insumos gastronómicos de alta calidad,Pie Shells 10,348,$4924.75,tarjeta débito,error: undefined method `first' for nil:NilClass,4
361,3/25/2025,Dabvine,insumos gastronómicos de alta calidad,Brandy - Bar,240,$930.15,Transferencia,error: undefined method `first' for nil:NilClass,3
362,4/17/2025,Divape,insumos gastronómicos de alta calidad,Food Colouring - Orange,217,$2149.88,TRANSF.,error: undefined method `first' for nil:NilClass,20
363,2/6/2025,Mita,insumos gastronómicos de alta calidad,Pork - Hock And Feet Attached,379,$1457.97,transferencia,,3
364,9/6/2024,Lazz,insumos gastronómicos de alta calidad,Pepper - Chili Powder,300,$2836.84,Tarjeta,error: undefined method `first' for nil:NilClass,
